cntry,pplfair,pplhlp,ppltrst,lw_pnd,lrscale,polintr,stfdem,stfeco,stfgov,trstlgl,trstplc,trstplt,trstprl,trstprt,trtsci_pnd,imbgeco,imwbcnt,happy,rlgdgr,cntgrp_fc,contadornegativo,ContadorNeutro,ContadorPositivo
Países Bajos,7.0,6.0,6.0,1.0,7.0,2.0,4.0,3.0,7.0,5.0,5.0,6.0,6.0,4.0,8.0,4.0,3.0,9.0,9.0,0,0,3.25,0.5
Países Bajos,4.0,6.0,7.0,2.0,4.0,2.0,7.0,4.0,3.0,8.0,6.0,7.0,7.0,4.0,8.0,5.0,5.0,8.0,2.0,0,0,3.25,0.0
Países Bajos,7.0,7.0,6.0,5.0,4.0,3.0,6.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,6.0,5.0,0,0,10.75,0.5
Países Bajos,6.0,3.0,6.0,3.0,2.0,2.0,7.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,9.0,2.0,4.0,8.0,7.0,0,0,0.75,0.0
Países Bajos,4.0,5.0,4.0,4.0,5.0,1.0,3.0,5.0,0.0,7.0,5.0,0.0,4.0,0.0,9.0,8.0,6.0,7.0,9.0,0,1,6.0,4.75
Países Bajos,8.0,6.0,6.0,3.0,5.0,2.0,6.0,8.0,6.0,8.0,6.0,6.0,5.0,7.0,7.0,8.0,4.0,8.0,7.0,0,1,3.75,0.0
Países Bajos,5.0,6.0,5.0,1.0,7.0,3.0,5.0,6.0,5.0,3.0,6.0,6.0,5.0,6.0,8.0,7.0,3.0,8.0,5.0,0,2,9.25,0.5
Países Bajos,7.0,7.0,7.0,4.0,5.0,3.0,5.0,7.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,7.0,6.0,8.0,10.0,0,0,7.75,1.5
Países Bajos,7.0,5.0,5.0,3.0,5.0,2.0,7.0,6.0,4.0,7.0,8.0,2.0,3.0,2.0,7.0,7.0,3.0,8.0,0.0,0,0,5.25,1.5
Países Bajos,7.0,6.0,8.0,4.0,5.0,2.0,7.0,5.0,5.0,8.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,8.0,3.0,0,0,6.25,0.0
Países Bajos,8.0,7.0,9.0,1.0,2.0,1.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,7.0,10.0,5.0,5.0,8.0,5.0,0,0,4.5,2.25
Países Bajos,5.0,7.0,6.0,1.0,4.0,3.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,8.0,9.0,0,0,1.75,0.5
Países Bajos,5.0,1.0,2.0,4.0,1.0,2.0,3.0,5.0,1.0,5.0,5.0,2.0,7.0,7.0,5.0,6.0,5.0,8.0,0.0,0,0,9.25,1.5
Países Bajos,7.0,4.0,7.0,3.0,5.0,2.0,6.0,5.0,2.0,7.0,7.0,2.0,0.0,2.0,6.0,5.0,5.0,10.0,5.0,0,1,8.25,3.0
Países Bajos,5.0,6.0,7.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,3.0,5.0,7.0,7.0,10.0,3.0,8.0,7.0,8.0,0,0,3.25,1.5
Países Bajos,8.0,2.0,7.0,3.0,5.0,3.0,7.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,3.0,7.0,3.0,0,2,3.75,9.0
Países Bajos,9.0,9.0,1.0,2.0,9.0,2.0,7.0,7.0,7.0,5.0,3.0,4.0,6.0,3.0,8.0,5.0,5.0,8.0,8.0,0,0,4.75,0.0
Países Bajos,5.0,6.0,4.0,2.0,5.0,4.0,5.0,5.0,0.0,5.0,8.0,6.0,3.0,0.0,10.0,5.0,5.0,8.0,9.0,0,1,10.5,4.75
Países Bajos,7.0,5.0,4.0,4.0,4.0,4.0,7.0,5.0,3.0,7.0,4.0,6.0,5.0,6.0,9.0,0.0,4.0,8.0,0.0,0,1,4.5,3.25
Países Bajos,6.0,5.0,6.0,3.0,5.0,3.0,4.0,6.0,4.0,5.0,8.0,2.0,2.0,2.0,6.0,4.0,5.0,8.0,2.0,0,0,6.75,0.0
Países Bajos,9.0,3.0,9.0,1.0,5.0,4.0,6.0,7.0,6.0,7.0,7.0,6.0,9.0,5.0,7.0,0.0,0.0,5.0,5.0,0,4,6.0,3.75
Países Bajos,5.0,5.0,6.0,1.0,6.0,2.0,5.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,6.0,0.0,1.0,5.0,6.0,0,0,6.25,2.0
Países Bajos,8.0,7.0,8.0,2.0,5.0,2.0,8.0,3.0,4.0,5.0,7.0,5.0,3.0,5.0,8.0,5.0,7.0,9.0,8.0,0,0,7.75,0.0
Países Bajos,7.0,8.0,6.0,1.0,6.0,4.0,0.0,3.0,6.0,7.0,6.0,5.0,5.0,5.0,8.0,1.0,1.0,6.0,1.0,0,0,4.5,2.25
Países Bajos,6.0,6.0,4.0,2.0,7.0,2.0,5.0,6.0,6.0,6.0,8.0,6.0,5.0,6.0,9.0,5.0,2.0,8.0,5.0,0,0,6.25,0.0
Países Bajos,8.0,5.0,7.0,4.0,4.0,2.0,6.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,8.0,7.0,7.0,8.0,2.0,0,0,7.75,0.0
Países Bajos,5.0,5.0,5.0,3.0,5.0,2.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,0,0,8.25,0.0
Países Bajos,5.0,7.0,5.0,1.0,8.0,1.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,5.0,5.0,10.0,10.0,0,0,6.0,3.75
Países Bajos,5.0,6.0,7.0,2.0,7.0,3.0,5.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,3.0,0,0,10.75,0.0
Países Bajos,1.0,1.0,1.0,2.0,5.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,5.0,8.0,0.0,0,0,4.5,9.25
Países Bajos,8.0,6.0,8.0,4.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,7.0,0.0,0,0,4.5,1.75
Países Bajos,4.0,5.0,5.0,4.0,8.0,2.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,6.0,4.0,3.0,7.0,3.0,0,0,3.25,0.0
Países Bajos,8.0,6.0,7.0,4.0,5.0,2.0,5.0,7.0,5.0,3.0,5.0,6.0,7.0,1.0,7.0,4.0,5.0,10.0,7.0,0,0,7.75,1.5
Países Bajos,7.0,7.0,7.0,1.0,5.0,2.0,7.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,9.0,5.0,5.0,8.0,5.0,0,0,9.25,0.5
Países Bajos,5.0,5.0,5.0,2.0,8.0,2.0,2.0,6.0,3.0,5.0,7.0,4.0,7.0,4.0,8.0,5.0,6.0,8.0,9.0,0,0,7.75,0.0
Países Bajos,7.0,4.0,7.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,6.0,2.0,3.0,7.0,8.0,7.0,5.0,7.0,9.0,0,0,3.75,0.0
Países Bajos,5.0,6.0,3.0,2.0,6.0,2.0,7.0,5.0,7.0,8.0,8.0,5.0,7.0,6.0,4.0,4.0,3.0,9.0,9.0,0,0,4.75,0.0
Países Bajos,6.0,7.0,2.0,4.0,0.0,2.0,7.0,1.0,3.0,6.0,6.0,5.0,3.0,5.0,8.0,6.0,5.0,6.0,0.0,0,0,4.75,3.0
Países Bajos,6.0,7.0,8.0,1.0,9.0,2.0,8.0,8.0,5.0,4.0,8.0,5.0,5.0,5.0,9.0,2.0,4.0,9.0,0.0,0,0,6.25,2.0
Países Bajos,5.0,7.0,0.0,2.0,8.0,2.0,7.0,2.0,7.0,4.0,7.0,2.0,5.0,3.0,6.0,5.0,8.0,9.0,8.0,0,0,4.75,1.5
Países Bajos,0.0,5.0,0.0,4.0,7.0,1.0,8.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,8.0,0.0,0,0,10.5,4.75
Países Bajos,9.0,10.0,2.0,1.0,2.0,1.0,9.0,9.0,5.0,10.0,9.0,6.0,8.0,9.0,9.0,8.0,9.0,10.0,0.0,0,1,1.5,6.75
Países Bajos,8.0,5.0,10.0,3.0,5.0,3.0,6.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,9.0,5.0,4.0,7.0,6.0,0,1,9.75,1.5
Países Bajos,7.0,5.0,7.0,1.0,4.0,3.0,6.0,5.0,5.0,7.0,6.0,5.0,7.0,6.0,6.0,8.0,5.0,9.0,7.0,0,0,7.75,0.5
Países Bajos,8.0,8.0,6.0,2.0,5.0,3.0,7.0,5.0,3.0,7.0,7.0,3.0,5.0,3.0,9.0,3.0,5.0,8.0,6.0,0,0,6.25,0.0
Países Bajos,10.0,7.0,7.0,2.0,7.0,2.0,6.0,6.0,5.0,7.0,9.0,5.0,6.0,5.0,9.0,5.0,4.0,7.0,8.0,0,0,6.25,1.5
Países Bajos,6.0,5.0,6.0,2.0,7.0,2.0,8.0,6.0,5.0,6.0,10.0,6.0,6.0,6.0,8.0,7.0,5.0,8.0,5.0,0,0,6.25,1.5
Países Bajos,5.0,5.0,6.0,1.0,7.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,7.0,0.0,1.0,7.0,5.0,0,0,9.25,2.0
Países Bajos,6.0,6.0,7.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,6.0,7.0,8.0,4.0,6.0,6.0,0,0,6.75,0.0
Países Bajos,6.0,6.0,8.0,2.0,2.0,1.0,6.0,5.0,2.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,8.0,7.0,7.0,0,0,4.5,0.25
Países Bajos,6.0,2.0,4.0,3.0,8.0,2.0,7.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,8.0,1.0,1.0,9.0,7.0,0,0,0.75,0.0
Países Bajos,8.0,7.0,8.0,2.0,4.0,3.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,5.0,8.0,5.0,4.0,9.0,9.0,0,0,3.25,0.0
Países Bajos,5.0,1.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,8.0,3.0,2.0,7.0,9.0,0,0,3.25,0.0
Países Bajos,7.0,4.0,5.0,2.0,5.0,3.0,6.0,5.0,4.0,6.0,6.0,4.0,4.0,4.0,6.0,3.0,5.0,7.0,0.0,0,0,6.25,1.5
Países Bajos,4.0,6.0,0.0,2.0,3.0,3.0,4.0,3.0,2.0,6.0,2.0,4.0,4.0,6.0,8.0,3.0,4.0,8.0,4.0,0,0,0.25,1.5
Países Bajos,7.0,9.0,8.0,2.0,0.0,2.0,9.0,6.0,3.0,2.0,10.0,9.0,4.0,10.0,8.0,10.0,10.0,7.0,8.0,0,0,0.25,7.5
Países Bajos,7.0,7.0,8.0,3.0,3.0,2.0,6.0,4.0,1.0,6.0,7.0,5.0,3.0,3.0,7.0,5.0,4.0,8.0,0.0,0,0,3.75,1.5
Países Bajos,6.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,9.0,4.0,2.0,7.0,0.0,0,0,7.75,1.5
Países Bajos,7.0,5.0,7.0,1.0,5.0,3.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,4.0,8.0,9.0,0,0,4.75,0.5
Países Bajos,6.0,7.0,6.0,2.0,7.0,1.0,8.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,8.0,7.0,5.0,9.0,6.0,0,0,4.5,0.25
Países Bajos,7.0,3.0,3.0,2.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,5.0,9.0,0.0,0,1,3.25,1.5
Países Bajos,5.0,6.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,8.0,5.0,5.0,6.0,1.0,0,0,4.5,0.75
Países Bajos,7.0,8.0,6.0,3.0,2.0,1.0,7.0,4.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,5.0,8.0,0.0,0,0,5.0,1.75
Países Bajos,5.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,1.0,7.0,6.0,5.0,3.0,5.0,10.0,3.0,5.0,7.0,2.0,0,0,11.25,1.5
Países Bajos,6.0,7.0,6.0,2.0,6.0,2.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,1.0,3.0,8.0,1.0,0,0,0.25,1.5
Países Bajos,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,7.0,3.0,2.0,8.0,1.0,0,0,4.75,0.0
Países Bajos,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,9.0,2.0,3.0,8.0,8.0,0,0,3.75,0.0
Países Bajos,6.0,5.0,7.0,3.0,4.0,2.0,7.0,5.0,3.0,7.0,6.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,0,0,8.25,0.0
Países Bajos,7.0,6.0,7.0,2.0,4.0,2.0,5.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,9.0,7.0,5.0,8.0,6.0,0,0,3.25,0.0
Países Bajos,1.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,7.0,0,1,6.25,0.0
Países Bajos,7.0,8.0,8.0,3.0,5.0,2.0,7.0,5.0,4.0,4.0,6.0,4.0,4.0,3.0,9.0,7.0,5.0,9.0,6.0,0,1,5.25,0.0
Países Bajos,6.0,7.0,6.0,2.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,7.0,5.0,6.0,8.0,6.0,0,0,10.5,0.25
Países Bajos,7.0,5.0,3.0,3.0,5.0,3.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,8.0,2.0,0,0,6.75,0.0
Países Bajos,6.0,6.0,5.0,4.0,2.0,1.0,6.0,7.0,6.0,5.0,8.0,5.0,0.0,6.0,9.0,6.0,6.0,7.0,6.0,0,0,4.5,1.75
Países Bajos,7.0,9.0,6.0,3.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,1.0,5.0,2.0,10.0,0.0,3.0,6.0,3.0,0,0,6.5,3.25
Países Bajos,7.0,5.0,8.0,4.0,8.0,2.0,7.0,5.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,3.0,8.0,7.0,0,0,4.75,0.0
Países Bajos,8.0,7.0,9.0,2.0,7.0,2.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,6.0,5.0,8.0,1.0,0,0,1.75,0.0
Países Bajos,5.0,5.0,5.0,2.0,5.0,1.0,5.0,6.0,3.0,4.0,2.0,3.0,2.0,3.0,8.0,9.0,9.0,10.0,0.0,0,0,7.5,3.25
Países Bajos,5.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,8.0,3.0,0,0,3.25,0.0
Países Bajos,7.0,7.0,5.0,1.0,5.0,2.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,5.0,3.0,8.0,8.0,0,0,4.75,0.5
Países Bajos,4.0,4.0,6.0,1.0,7.0,3.0,4.0,4.0,4.0,5.0,7.0,4.0,3.0,2.0,9.0,5.0,5.0,6.0,2.0,0,0,4.75,0.5
Países Bajos,8.0,3.0,8.0,1.0,7.0,4.0,5.0,6.0,5.0,7.0,5.0,6.0,4.0,6.0,8.0,5.0,8.0,10.0,8.0,0,1,6.0,2.25
Países Bajos,8.0,5.0,7.0,3.0,7.0,1.0,9.0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,6.0,1.0,1.0,8.0,4.0,0,0,2.0,0.25
Países Bajos,5.0,3.0,7.0,2.0,4.0,1.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,9.0,6.0,5.0,7.0,7.0,0,1,3.0,0.25
Países Bajos,8.0,6.0,7.0,5.0,8.0,3.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,9.0,5.0,7.0,8.0,0.0,0,0,3.25,2.0
Países Bajos,5.0,6.0,4.0,4.0,4.0,3.0,6.0,3.0,4.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,0.0,0,0,1.75,1.5
Países Bajos,7.0,6.0,7.0,2.0,8.0,2.0,9.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,10.0,8.0,10.0,6.0,0,0,0.25,3.0
Países Bajos,8.0,6.0,8.0,2.0,8.0,2.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,7.0,9.0,5.0,5.0,7.0,7.0,0,3,3.25,0.0
Países Bajos,7.0,5.0,7.0,3.0,4.0,2.0,7.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,0.0,6.0,7.0,7.0,7.0,0,0,2.25,1.5
Países Bajos,6.0,4.0,5.0,5.0,8.0,1.0,7.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,8.0,5.0,5.0,7.0,5.0,0,0,7.5,0.75
Países Bajos,5.0,2.0,2.0,4.0,4.0,3.0,7.0,6.0,4.0,7.0,5.0,4.0,4.0,4.0,7.0,4.0,5.0,7.0,10.0,0,0,4.75,1.5
Países Bajos,6.0,6.0,3.0,4.0,7.0,2.0,7.0,6.0,5.0,7.0,4.0,3.0,3.0,4.0,8.0,5.0,5.0,9.0,4.0,0,0,4.75,0.0
Países Bajos,7.0,7.0,7.0,4.0,5.0,3.0,7.0,8.0,7.0,7.0,9.0,7.0,7.0,7.0,9.0,6.0,7.0,7.0,7.0,0,0,1.75,0.0
Países Bajos,6.0,6.0,7.0,3.0,2.0,2.0,7.0,4.0,4.0,7.0,6.0,6.0,4.0,6.0,9.0,7.0,7.0,9.0,2.0,0,0,0.75,0.0
Países Bajos,2.0,5.0,7.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,6.0,5.0,10.0,2.0,2.0,8.0,6.0,0,0,6.25,1.5
Países Bajos,5.0,5.0,7.0,3.0,5.0,3.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,5.0,7.0,8.0,5.0,8.0,7.0,0,0,9.75,0.0
Países Bajos,7.0,3.0,5.0,2.0,8.0,2.0,6.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0,7.0,4.0,5.0,8.0,0.0,0,0,4.75,1.5
Países Bajos,5.0,6.0,0.0,4.0,9.0,1.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,2.0,5.0,5.0,3.0,8.0,6.0,0,0,10.5,1.75
Países Bajos,7.0,7.0,7.0,2.0,6.0,1.0,4.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,8.0,6.0,6.0,8.0,0.0,0,0,1.5,1.75
Países Bajos,7.0,7.0,4.0,1.0,2.0,2.0,6.0,4.0,4.0,2.0,4.0,7.0,4.0,4.0,7.0,6.0,4.0,9.0,9.0,0,0,0.25,0.5
Países Bajos,7.0,6.0,7.0,3.0,6.0,3.0,7.0,6.0,8.0,3.0,7.0,7.0,9.0,6.0,2.0,5.0,3.0,8.0,9.0,0,0,2.25,0.0
Países Bajos,8.0,8.0,4.0,3.0,5.0,3.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,5.0,5.0,10.0,7.0,0,1,5.25,1.5
Países Bajos,7.0,7.0,8.0,4.0,4.0,1.0,6.0,5.0,3.0,4.0,7.0,5.0,4.0,5.0,8.0,3.0,6.0,9.0,9.0,0,0,4.5,0.25
Países Bajos,5.0,3.0,5.0,4.0,3.0,2.0,7.0,3.0,2.0,6.0,5.0,2.0,5.0,3.0,7.0,5.0,5.0,7.0,0.0,0,0,9.25,1.5
Países Bajos,6.0,3.0,4.0,2.0,5.0,3.0,7.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,9.0,6.0,6.0,7.0,6.0,0,0,7.75,0.0
Países Bajos,6.0,6.0,6.0,3.0,0.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,0.0,10.0,6.0,0,0,0.75,6.0
Países Bajos,6.0,7.0,7.0,2.0,4.0,3.0,8.0,5.0,6.0,7.0,8.0,5.0,5.0,6.0,8.0,5.0,6.0,8.0,7.0,0,0,6.25,0.0
Países Bajos,5.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,1.0,4.0,9.0,0.0,3.0,1.0,6.0,4.0,5.0,7.0,0.0,0,0,7.75,3.0
Países Bajos,8.0,6.0,6.0,2.0,4.0,2.0,6.0,5.0,2.0,7.0,6.0,2.0,2.0,3.0,9.0,7.0,6.0,7.0,8.0,0,0,1.75,0.0
Países Bajos,8.0,7.0,7.0,2.0,7.0,2.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,5.0,7.0,0.0,0,0,3.25,1.5
Países Bajos,7.0,4.0,7.0,3.0,7.0,2.0,7.0,8.0,4.0,5.0,7.0,4.0,4.0,4.0,8.0,7.0,7.0,8.0,0.0,0,0,2.25,1.5
Países Bajos,8.0,5.0,8.0,3.0,7.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,5.0,8.0,6.0,8.0,9.0,0.0,0,0,6.75,1.5
Países Bajos,7.0,5.0,8.0,3.0,6.0,2.0,8.0,5.0,6.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,1.0,0,0,3.75,0.0
Países Bajos,7.0,6.0,7.0,2.0,3.0,4.0,8.0,7.0,7.0,5.0,8.0,6.0,5.0,6.0,8.0,7.0,6.0,10.0,0.0,0,0,3.0,3.25
Países Bajos,7.0,7.0,8.0,1.0,5.0,2.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,9.0,0.0,0,0,3.25,2.0
Países Bajos,6.0,7.0,7.0,3.0,6.0,2.0,7.0,6.0,6.0,9.0,8.0,6.0,7.0,6.0,7.0,5.0,6.0,8.0,4.0,0,0,2.25,0.0
Países Bajos,4.0,6.0,5.0,4.0,3.0,3.0,6.0,3.0,2.0,5.0,7.0,3.0,4.0,4.0,4.0,3.0,5.0,7.0,3.0,0,0,4.75,0.0
Países Bajos,8.0,8.0,9.0,3.0,8.0,2.0,8.0,4.0,4.0,7.0,7.0,1.0,2.0,3.0,9.0,7.0,6.0,8.0,6.0,0,0,0.75,0.0
Países Bajos,5.0,4.0,4.0,2.0,5.0,3.0,6.0,4.0,2.0,5.0,6.0,3.0,3.0,3.0,7.0,3.0,5.0,8.0,4.0,0,0,6.25,0.0
Países Bajos,6.0,7.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,8.0,4.0,4.0,8.0,2.0,0,0,6.0,0.25
Países Bajos,8.0,5.0,6.0,2.0,4.0,2.0,5.0,4.0,4.0,7.0,7.0,5.0,4.0,4.0,7.0,5.0,4.0,7.0,7.0,0,0,6.25,0.0
Países Bajos,10.0,5.0,10.0,2.0,5.0,2.0,6.0,6.0,8.0,7.0,9.0,8.0,7.0,6.0,8.0,6.0,7.0,7.0,5.0,0,0,4.75,3.0
Países Bajos,6.0,7.0,6.0,2.0,7.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,7.0,4.0,5.0,9.0,7.0,0,0,7.75,0.0
Países Bajos,7.0,7.0,5.0,2.0,5.0,2.0,8.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,9.0,5.0,6.0,8.0,7.0,0,0,4.75,4.5
Países Bajos,8.0,7.0,8.0,3.0,5.0,2.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,8.0,5.0,0,0,3.75,0.0
Países Bajos,7.0,6.0,2.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,8.0,3.0,4.0,5.0,2.0,0,0,1.75,5.0
Países Bajos,6.0,7.0,7.0,3.0,7.0,3.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,5.0,8.0,0.0,0,0,2.25,1.5
Países Bajos,6.0,7.0,6.0,4.0,1.0,2.0,8.0,4.0,3.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,7.0,5.0,0,0,4.75,0.0
Países Bajos,7.0,8.0,7.0,2.0,3.0,3.0,7.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0,8.0,4.0,5.0,8.0,6.0,0,1,6.25,0.0
Países Bajos,8.0,8.0,8.0,2.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,3.0,8.0,0.0,0.0,10.0,0.0,0,0,0.25,6.0
Países Bajos,5.0,4.0,6.0,2.0,6.0,4.0,5.0,3.0,4.0,6.0,6.0,5.0,1.0,5.0,7.0,5.0,5.0,7.0,8.0,0,0,9.0,0.25
Países Bajos,7.0,7.0,8.0,1.0,4.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,4.0,8.0,7.0,0,0,0.25,0.5
Países Bajos,7.0,4.0,7.0,4.0,8.0,2.0,3.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,8.0,4.0,4.0,9.0,6.0,0,0,6.25,0.0
Países Bajos,9.0,7.0,8.0,4.0,5.0,2.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,9.0,0.0,0,0,6.25,1.5
Países Bajos,5.0,3.0,3.0,1.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,5.0,3.0,3.0,9.0,5.0,6.0,7.0,3.0,0,0,9.0,0.75
Países Bajos,6.0,6.0,7.0,2.0,5.0,2.0,8.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,10.0,7.0,0,0,3.25,1.5
Países Bajos,5.0,8.0,7.0,2.0,5.0,3.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,9.0,5.0,6.0,8.0,8.0,0,0,4.75,0.0
Países Bajos,6.0,7.0,8.0,1.0,10.0,2.0,7.0,5.0,8.0,1.0,7.0,8.0,8.0,7.0,8.0,4.0,3.0,9.0,8.0,0,0,1.75,2.0
Países Bajos,4.0,4.0,7.0,4.0,7.0,2.0,4.0,7.0,7.0,5.0,4.0,7.0,8.0,7.0,10.0,5.0,4.0,9.0,7.0,0,0,3.25,1.5
Países Bajos,6.0,4.0,5.0,4.0,3.0,2.0,6.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,7.0,6.0,6.0,7.0,3.0,0,0,4.75,0.0
Países Bajos,7.0,8.0,7.0,2.0,6.0,3.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,0,0,7.75,0.0
Países Bajos,7.0,5.0,7.0,3.0,5.0,1.0,7.0,5.0,5.0,7.0,8.0,6.0,6.0,5.0,8.0,7.0,3.0,5.0,5.0,0,0,11.0,0.25
Países Bajos,5.0,6.0,4.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,7.0,3.0,5.0,4.0,4.0,0,0,4.75,5.0
Países Bajos,5.0,4.0,4.0,2.0,7.0,3.0,8.0,3.0,5.0,8.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,6.0,8.0,0,0,6.25,0.0
Países Bajos,7.0,4.0,7.0,3.0,2.0,2.0,5.0,3.0,1.0,8.0,7.0,2.0,1.0,6.0,7.0,7.0,5.0,8.0,5.0,0,0,5.25,0.0
