cntry,pplfair,pplhlp,ppltrst,lw_pnd,lrscale,polintr,stfdem,stfeco,stfgov,trstep,trstlgl,trstplc,trstplt,trstprl,trstprt,trtsci_pnd,imbgeco,imwbcnt,happy,rlgdgr,cntgrp_fc,contadornegativo,ContadorNeutro,ContadorPositivo
Hungría,8.0,9.0,1.0,3.0,8.0,4.0,3.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,2,0,0.5,12.25
Hungría,5.0,1.0,7.0,1.0,5.0,4.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,5.0,8.0,1.0,2,4,6.0,3.75
Hungría,9.0,10.0,6.0,1.0,5.0,2.0,8.0,5.0,7.0,8.0,6.0,5.0,0.0,8.0,0.0,8.0,8.0,9.0,8.0,4.0,2,3,4.75,5.0
Hungría,8.0,3.0,8.0,1.0,7.0,2.0,8.0,3.0,5.0,5.0,5.0,8.0,5.0,8.0,0.0,4.0,6.0,8.0,8.0,3.0,2,2,6.25,2.0
Hungría,5.0,0.0,0.0,1.0,5.0,4.0,5.0,0.0,6.0,5.0,5.0,0.0,5.0,5.0,0.0,8.0,1.0,1.0,10.0,0.0,2,2,10.5,11.25
Hungría,8.0,5.0,5.0,1.0,0.0,4.0,5.0,5.0,8.0,5.0,5.0,10.0,10.0,10.0,0.0,10.0,5.0,2.0,5.0,8.0,2,7,12.0,9.75
Hungría,5.0,2.0,0.0,1.0,7.0,3.0,1.0,3.0,5.0,7.0,5.0,2.0,2.0,5.0,0.0,6.0,5.0,2.0,5.0,3.0,2,2,9.25,3.5
Hungría,8.0,6.0,8.0,1.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,8.0,6.0,6.0,0.0,8.0,7.0,8.0,10.0,5.0,2,0,7.5,3.75
Hungría,5.0,2.0,2.0,2.0,0.0,2.0,8.0,8.0,10.0,7.0,8.0,10.0,10.0,10.0,0.0,10.0,3.0,5.0,8.0,10.0,2,1,3.25,12.0
Hungría,8.0,2.0,7.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,8.0,0.0,9.0,5.0,3.0,6.0,5.0,2,7,12.25,5.0
Hungría,10.0,10.0,10.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,2,6,10.5,12.25
Hungría,5.0,5.0,2.0,3.0,7.0,3.0,8.0,3.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,8.0,5.0,5.0,3.0,8.0,2,3,14.25,3.0
Hungría,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,10.0,8.0,2.0,2.0,5.0,6.0,0.0,7.0,0.0,0.0,5.0,7.0,2,0,3.25,11.0
Hungría,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,10.0,10.0,1.0,10.0,0.0,1.0,0.0,8.0,5.0,4.0,2.0,5.0,2,0,4.75,15.5
Hungría,8.0,8.0,8.0,2.0,8.0,1.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,5.0,8.0,3.0,2,0,3.0,1.75
Hungría,1.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,5.0,7.0,5.0,5.0,2.0,5.0,0.0,8.0,5.0,5.0,6.0,5.0,2,1,13.75,2.0
Hungría,4.0,2.0,5.0,1.0,5.0,2.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,5.0,1.0,5.0,2,2,10.75,3.5
Hungría,5.0,7.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,0.0,4.0,8.0,5.0,8.0,5.0,2,0,9.25,2.0
Hungría,7.0,5.0,6.0,1.0,5.0,2.0,9.0,5.0,7.0,8.0,8.0,7.0,5.0,5.0,0.0,8.0,6.0,4.0,9.0,0.0,2,2,7.75,3.5
Hungría,0.0,0.0,0.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,0.0,10.0,5.0,5.0,5.0,10.0,2,5,15.0,9.75
Hungría,2.0,2.0,2.0,2.0,1.0,3.0,7.0,5.0,5.0,5.0,8.0,8.0,0.0,7.0,0.0,10.0,5.0,3.0,8.0,5.0,2,3,7.75,4.5
Hungría,3.0,4.0,5.0,1.0,5.0,2.0,7.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,0.0,8.0,5.0,3.0,5.0,7.0,2,1,15.25,2.0
Hungría,6.0,7.0,6.0,1.0,9.0,2.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,0.0,8.0,5.0,6.0,8.0,3.0,2,0,1.75,2.0
Hungría,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,0.0,10.0,2,6,9.0,17.25
Hungría,4.0,5.0,1.0,3.0,5.0,3.0,4.0,0.0,3.0,5.0,0.0,7.0,3.0,5.0,0.0,5.0,4.0,5.0,1.0,8.0,2,2,9.75,4.5
Hungría,3.0,2.0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,3.0,0.0,9.0,5.0,5.0,5.0,10.0,2,5,13.75,3.5
Hungría,8.0,0.0,2.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,2.0,0.0,2.0,2.0,0.0,8.0,5.0,5.0,5.0,3.0,2,2,9.25,4.5
Hungría,2.0,5.0,7.0,1.0,10.0,2.0,5.0,0.0,2.0,5.0,4.0,3.0,2.0,3.0,0.0,10.0,5.0,5.0,5.0,5.0,2,2,10.75,6.5
Hungría,9.0,0.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,10.0,8.0,1.0,5.0,0.0,8.0,5.0,5.0,5.0,10.0,2,5,12.25,6.0
Hungría,7.0,5.0,5.0,3.0,6.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,0.0,8.0,5.0,4.0,8.0,0.0,2,1,8.25,3.0
Hungría,4.0,6.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,8.0,5.0,5.0,5.0,4.0,2,0,4.5,2.25
Hungría,3.0,0.0,6.0,1.0,4.0,2.0,2.0,3.0,9.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,1.0,3.0,7.0,4.0,2,0,0.25,3.5
Hungría,7.0,7.0,5.0,1.0,5.0,2.0,7.0,5.0,7.0,7.0,7.0,6.0,3.0,6.0,0.0,10.0,5.0,4.0,9.0,8.0,2,1,6.25,3.5
Hungría,5.0,5.0,3.0,1.0,7.0,3.0,7.0,4.0,5.0,7.0,3.0,5.0,3.0,3.0,0.0,8.0,5.0,8.0,8.0,8.0,2,1,7.75,2.0
Hungría,3.0,2.0,8.0,1.0,3.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,8.0,5.0,2,0,4.5,12.75
Hungría,4.0,4.0,3.0,1.0,5.0,2.0,7.0,4.0,8.0,7.0,7.0,2.0,4.0,5.0,0.0,8.0,4.0,5.0,5.0,5.0,2,0,7.75,2.0
Hungría,10.0,5.0,5.0,1.0,5.0,2.0,2.0,0.0,5.0,5.0,1.0,5.0,0.0,4.0,0.0,9.0,5.0,5.0,5.0,0.0,2,3,13.75,8.0
Hungría,5.0,5.0,4.0,1.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,0.0,6.0,4.0,3.0,8.0,5.0,2,0,12.25,2.0
Hungría,5.0,4.0,6.0,1.0,4.0,1.0,3.0,5.0,6.0,5.0,2.0,0.0,3.0,6.0,0.0,7.0,5.0,7.0,8.0,1.0,2,0,6.0,3.75
Hungría,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,5.0,1.0,2,3,20.25,3.0
Hungría,8.0,8.0,10.0,1.0,3.0,4.0,3.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,5.0,3.0,9.0,6.0,2,2,4.5,11.25
Hungría,0.0,8.0,6.0,2.0,5.0,2.0,2.0,5.0,8.0,5.0,5.0,2.0,5.0,4.0,0.0,2.0,5.0,7.0,4.0,2.0,2,2,9.25,3.0
Hungría,5.0,7.0,3.0,2.0,5.0,2.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,7.0,2.0,2.0,3.0,8.0,2,1,3.25,4.5
Hungría,5.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,0.0,9.0,3.0,5.0,8.0,2.0,2,0,7.75,1.5
Hungría,6.0,6.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,0.0,7.0,6.0,5.0,6.0,7.0,2,0,8.25,1.5
Hungría,7.0,7.0,7.0,1.0,5.0,3.0,7.0,4.0,8.0,7.0,7.0,7.0,0.0,7.0,0.0,6.0,5.0,5.0,5.0,5.0,2,1,7.75,3.5
Hungría,3.0,4.0,3.0,1.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,0.0,8.0,6.0,5.0,8.0,5.0,2,0,7.75,2.0
Hungría,5.0,10.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,10.0,9.0,2.0,5.0,10.0,0.0,6.0,5.0,5.0,10.0,0.0,2,6,13.5,9.25
Hungría,10.0,5.0,9.0,1.0,5.0,4.0,3.0,3.0,0.0,5.0,5.0,8.0,0.0,2.0,0.0,6.0,5.0,5.0,10.0,0.0,2,0,9.0,9.75
Hungría,8.0,8.0,8.0,1.0,3.0,1.0,9.0,6.0,8.0,5.0,9.0,6.0,7.0,6.0,0.0,6.0,8.0,7.0,9.0,0.0,2,1,1.5,3.75
Hungría,6.0,5.0,5.0,1.0,8.0,3.0,5.0,5.0,5.0,6.0,8.0,7.0,6.0,6.0,0.0,4.0,5.0,6.0,9.0,10.0,2,0,9.25,3.5
Hungría,3.0,3.0,3.0,2.0,3.0,2.0,6.0,4.0,4.0,6.0,4.0,6.0,3.0,6.0,0.0,5.0,7.0,5.0,7.0,0.0,2,0,3.25,3.0
Hungría,9.0,9.0,9.0,1.0,7.0,3.0,7.0,8.0,8.0,6.0,8.0,10.0,7.0,5.0,0.0,5.0,5.0,5.0,10.0,8.0,2,1,6.25,5.0
Hungría,8.0,5.0,4.0,3.0,5.0,3.0,6.0,3.0,5.0,7.0,5.0,6.0,5.0,5.0,0.0,7.0,5.0,5.0,6.0,5.0,2,1,14.25,1.5
Hungría,3.0,3.0,4.0,1.0,8.0,1.0,6.0,4.0,2.0,5.0,4.0,2.0,5.0,6.0,0.0,9.0,6.0,6.0,9.0,3.0,2,1,3.0,2.25
Hungría,6.0,5.0,7.0,2.0,0.0,2.0,6.0,3.0,5.0,6.0,8.0,4.0,2.0,5.0,0.0,4.0,5.0,7.0,8.0,6.0,2,0,6.25,3.0
Hungría,6.0,5.0,6.0,2.0,5.0,1.0,7.0,4.0,4.0,7.0,7.0,3.0,3.0,7.0,0.0,7.0,5.0,5.0,7.0,1.0,2,0,6.0,1.75
Hungría,5.0,6.0,4.0,1.0,9.0,3.0,5.0,4.0,3.0,6.0,8.0,5.0,4.0,7.0,0.0,7.0,3.0,3.0,6.0,7.0,2,0,4.75,2.0
Hungría,7.0,7.0,5.0,2.0,5.0,2.0,6.0,6.0,6.0,8.0,7.0,8.0,6.0,5.0,0.0,7.0,3.0,5.0,10.0,8.0,2,0,6.25,3.0
Hungría,5.0,2.0,2.0,1.0,7.0,2.0,3.0,4.0,3.0,10.0,5.0,0.0,8.0,10.0,0.0,7.0,5.0,5.0,9.0,5.0,2,1,7.75,6.5
Hungría,5.0,3.0,6.0,2.0,8.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,6.0,3.0,8.0,9.0,2,1,3.25,6.0
Hungría,1.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,9.0,5.0,2.0,6.0,0.0,2,9,13.75,5.0
Hungría,5.0,3.0,5.0,2.0,2.0,1.0,5.0,4.0,6.0,4.0,5.0,8.0,2.0,8.0,0.0,6.0,7.0,7.0,7.0,0.0,2,0,6.0,3.25
Hungría,4.0,6.0,4.0,1.0,6.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,0.0,9.0,5.0,3.0,4.0,6.0,2,0,1.5,2.25
Hungría,3.0,2.0,3.0,2.0,5.0,1.0,7.0,5.0,10.0,0.0,8.0,6.0,7.0,10.0,0.0,9.0,1.0,1.0,6.0,4.0,2,0,3.0,6.25
Hungría,5.0,5.0,5.0,3.0,5.0,3.0,8.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,0.0,5.0,7.0,5.0,5.0,4.0,2,2,12.75,1.5
Hungría,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,4.0,0.0,5.0,0.0,8.0,6.0,3.0,8.0,2.0,2,5,9.75,3.0
Hungría,5.0,7.0,5.0,1.0,3.0,3.0,2.0,3.0,4.0,7.0,5.0,7.0,5.0,3.0,0.0,9.0,7.0,5.0,3.0,0.0,2,1,7.75,3.5
Hungría,0.0,0.0,0.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,0.0,5.0,5.0,0.0,4.0,5.0,2,3,10.75,8.0
Hungría,10.0,0.0,10.0,2.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,2,1,9.0,16.75
Hungría,5.0,8.0,3.0,1.0,0.0,1.0,8.0,9.0,10.0,10.0,10.0,10.0,8.0,10.0,0.0,7.0,4.0,9.0,10.0,2.0,2,0,1.5,12.75
Hungría,0.0,1.0,0.0,1.0,5.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,8.0,5.0,6.0,6.0,2,0,4.75,8.0
Hungría,2.0,1.0,2.0,1.0,3.0,2.0,9.0,5.0,6.0,8.0,1.0,7.0,0.0,4.0,0.0,9.0,2.0,4.0,6.0,0.0,2,0,1.75,5.0
Hungría,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,0.0,5.0,5.0,5.0,5.0,0.0,2,6,15.5,3.25
Hungría,6.0,5.0,7.0,1.0,3.0,1.0,5.0,3.0,8.0,4.0,8.0,8.0,5.0,7.0,0.0,7.0,6.0,5.0,7.0,4.0,2,0,6.0,2.25
Hungría,6.0,6.0,6.0,1.0,5.0,2.0,6.0,5.0,6.0,5.0,3.0,5.0,4.0,4.0,0.0,9.0,5.0,5.0,7.0,4.0,2,2,9.25,2.0
Hungría,7.0,5.0,7.0,1.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,8.0,2,1,4.75,14.0
Hungría,6.0,7.0,6.0,1.0,4.0,3.0,4.0,6.0,7.0,8.0,5.0,6.0,4.0,7.0,0.0,5.0,8.0,6.0,7.0,4.0,2,0,3.25,2.0
Hungría,6.0,5.0,7.0,2.0,3.0,3.0,4.0,3.0,0.0,5.0,0.0,3.0,5.0,3.0,0.0,8.0,4.0,3.0,9.0,5.0,2,0,6.25,4.5
Hungría,7.0,5.0,6.0,1.0,2.0,1.0,8.0,6.0,8.0,8.0,7.0,6.0,5.0,4.0,0.0,8.0,5.0,5.0,7.0,0.0,2,0,6.0,3.75
Hungría,5.0,5.0,3.0,1.0,4.0,1.0,7.0,3.0,7.0,8.0,7.0,0.0,2.0,3.0,0.0,9.0,7.0,7.0,10.0,0.0,2,0,3.0,6.75
Hungría,5.0,6.0,5.0,1.0,3.0,3.0,4.0,3.0,7.0,5.0,9.0,7.0,3.0,5.0,0.0,8.0,5.0,6.0,9.0,3.0,2,1,7.75,2.0
Hungría,8.0,5.0,4.0,1.0,7.0,4.0,3.0,0.0,5.0,5.0,1.0,0.0,0.0,5.0,0.0,9.0,5.0,4.0,8.0,10.0,2,0,7.5,8.25
Hungría,7.0,4.0,3.0,1.0,3.0,3.0,7.0,4.0,5.0,7.0,0.0,7.0,4.0,4.0,0.0,6.0,6.0,5.0,9.0,2.0,2,0,3.25,3.5
Hungría,3.0,4.0,2.0,2.0,0.0,1.0,10.0,5.0,10.0,4.0,2.0,1.0,5.0,0.0,0.0,8.0,1.0,2.0,5.0,5.0,2,0,6.0,7.75
Hungría,3.0,1.0,3.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,0.0,5.0,5.0,5.0,5.0,0.0,2,0,12.25,3.0
Hungría,1.0,5.0,9.0,2.0,5.0,2.0,5.0,6.0,5.0,7.0,5.0,4.0,5.0,5.0,0.0,7.0,2.0,2.0,6.0,8.0,2,0,10.75,1.5
Hungría,5.0,3.0,4.0,1.0,4.0,2.0,4.0,5.0,7.0,7.0,7.0,5.0,5.0,6.0,0.0,9.0,5.0,5.0,5.0,6.0,2,0,10.75,2.0
Hungría,6.0,5.0,5.0,1.0,6.0,2.0,5.0,3.0,3.0,8.0,4.0,5.0,3.0,5.0,0.0,8.0,5.0,5.0,5.0,4.0,2,0,12.25,2.0
Hungría,3.0,3.0,4.0,1.0,6.0,2.0,1.0,4.0,2.0,7.0,2.0,2.0,2.0,8.0,0.0,5.0,8.0,7.0,5.0,9.0,2,0,3.25,2.0
Hungría,7.0,7.0,3.0,1.0,7.0,2.0,5.0,5.0,2.0,5.0,7.0,3.0,3.0,3.0,0.0,6.0,2.0,2.0,5.0,0.0,2,1,6.25,3.5
Hungría,7.0,3.0,5.0,1.0,4.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,5.0,3.0,5.0,0.0,5.0,2,1,7.75,3.5
Hungría,0.0,3.0,0.0,1.0,5.0,3.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,10.0,5.0,10.0,5.0,2,3,15.25,9.5
Hungría,5.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,0.0,7.0,3.0,2.0,3.0,3.0,2,0,3.25,2.0
Hungría,7.0,3.0,5.0,1.0,8.0,2.0,7.0,4.0,6.0,8.0,4.0,4.0,5.0,6.0,0.0,7.0,3.0,0.0,4.0,5.0,2,0,4.75,3.5
Hungría,5.0,1.0,1.0,1.0,8.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,0.0,7.0,7.0,5.0,6.0,7.0,2,0,3.25,3.5
Hungría,7.0,7.0,7.0,1.0,4.0,2.0,8.0,6.0,7.0,7.0,7.0,4.0,4.0,8.0,0.0,5.0,7.0,8.0,9.0,8.0,2,0,1.75,2.0
Hungría,10.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,0.0,0.0,5.0,7.0,8.0,8.0,2,1,10.75,5.0
Hungría,3.0,4.0,4.0,3.0,8.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,0.0,8.0,6.0,5.0,7.0,6.0,2,0,6.75,1.5
Hungría,2.0,7.0,6.0,2.0,10.0,2.0,5.0,7.0,2.0,8.0,5.0,4.0,4.0,3.0,0.0,8.0,5.0,4.0,9.0,10.0,2,0,4.75,4.5
Hungría,2.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,0.0,7.0,2.0,2.0,8.0,4.0,2,0,1.75,2.0
Hungría,6.0,6.0,7.0,2.0,6.0,3.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,5.0,0.0,4.0,6.0,6.0,10.0,9.0,2,0,3.25,3.0
Hungría,8.0,9.0,8.0,2.0,5.0,2.0,7.0,7.0,7.0,9.0,10.0,10.0,8.0,10.0,0.0,5.0,7.0,4.0,8.0,5.0,2,0,4.75,6.0
Hungría,0.0,5.0,0.0,2.0,5.0,4.0,8.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,0.0,9.0,5.0,4.0,7.0,8.0,2,4,7.5,12.25
Hungría,1.0,4.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,10.0,10.0,10.0,5.0,10.0,0.0,8.0,5.0,5.0,10.0,5.0,2,3,10.75,9.0
Hungría,0.0,3.0,0.0,1.0,2.0,4.0,9.0,9.0,9.0,0.0,1.0,1.0,1.0,2.0,0.0,9.0,7.0,2.0,1.0,6.0,2,0,0.0,6.75
Hungría,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,8.0,6.0,5.0,6.0,0.0,2,0,1.5,3.75
Hungría,2.0,2.0,4.0,1.0,4.0,3.0,5.0,2.0,4.0,8.0,7.0,7.0,5.0,6.0,0.0,2.0,1.0,0.0,6.0,6.0,2,0,3.25,3.5
Hungría,8.0,3.0,6.0,2.0,5.0,3.0,8.0,3.0,7.0,10.0,10.0,10.0,7.0,9.0,0.0,5.0,1.0,1.0,8.0,3.0,2,0,3.25,6.0
Hungría,5.0,7.0,7.0,1.0,4.0,2.0,7.0,6.0,3.0,2.0,7.0,7.0,8.0,8.0,0.0,9.0,6.0,6.0,2.0,5.0,2,0,3.25,2.0
Hungría,2.0,3.0,4.0,1.0,4.0,3.0,5.0,6.0,5.0,5.0,7.0,5.0,7.0,10.0,0.0,9.0,5.0,5.0,7.0,5.0,2,1,10.75,3.5
Hungría,6.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,7.0,10.0,10.0,10.0,9.0,0.0,6.0,6.0,4.0,4.0,10.0,2,0,6.25,7.5
Hungría,1.0,3.0,1.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,7.0,5.0,5.0,5.0,5.0,2,4,19.75,1.5
Hungría,7.0,8.0,5.0,1.0,1.0,3.0,8.0,9.0,8.0,5.0,5.0,5.0,0.0,5.0,0.0,8.0,5.0,5.0,9.0,0.0,2,7,10.75,5.0
Hungría,0.0,1.0,0.0,1.0,2.0,4.0,8.0,7.0,8.0,5.0,8.0,8.0,5.0,5.0,0.0,8.0,7.0,4.0,4.0,8.0,2,2,4.5,5.25
Hungría,8.0,3.0,0.0,2.0,5.0,1.0,5.0,7.0,7.0,4.0,8.0,9.0,6.0,9.0,0.0,5.0,6.0,6.0,4.0,7.0,2,0,4.5,3.25
Hungría,5.0,5.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,0.0,8.0,4.0,4.0,7.0,10.0,2,0,14.25,3.0
Hungría,3.0,0.0,0.0,1.0,0.0,3.0,8.0,7.0,8.0,5.0,8.0,9.0,7.0,8.0,0.0,9.0,4.0,6.0,0.0,0.0,2,2,1.75,9.5
Hungría,5.0,5.0,5.0,1.0,1.0,2.0,9.0,7.0,9.0,4.0,10.0,10.0,6.0,3.0,0.0,6.0,4.0,4.0,2.0,4.0,2,0,4.75,5.0
Hungría,3.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,5.0,9.0,8.0,5.0,6.0,5.0,0.0,6.0,5.0,5.0,5.0,5.0,2,1,13.75,1.5
Hungría,0.0,5.0,8.0,3.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,3.0,5.0,8.0,0.0,9.0,3.0,4.0,10.0,1.0,2,1,5.0,7.75
Hungría,6.0,5.0,7.0,2.0,0.0,1.0,8.0,8.0,8.0,5.0,10.0,10.0,6.0,10.0,0.0,7.0,4.0,5.0,6.0,2.0,2,1,4.5,7.75
Hungría,3.0,3.0,6.0,1.0,0.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,0.0,5.0,0.0,8.0,6.0,4.0,5.0,7.0,2,3,6.0,5.25
Hungría,4.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,9.0,8.0,5.0,6.0,5.0,0.0,8.0,6.0,6.0,5.0,5.0,2,4,12.25,1.5
Hungría,8.0,8.0,8.0,1.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,6.0,6.0,7.0,6.0,3.0,2,1,9.0,2.25
Hungría,4.0,6.0,5.0,1.0,5.0,3.0,5.0,5.0,6.0,8.0,6.0,8.0,8.0,6.0,0.0,5.0,5.0,4.0,5.0,4.0,2,0,10.75,2.0
Hungría,8.0,5.0,5.0,1.0,8.0,1.0,2.0,6.0,0.0,8.0,7.0,7.0,7.0,8.0,0.0,7.0,6.0,5.0,6.0,4.0,2,0,4.5,3.75
Hungría,5.0,5.0,5.0,3.0,3.0,1.0,5.0,7.0,7.0,5.0,9.0,9.0,8.0,10.0,0.0,8.0,4.0,6.0,6.0,0.0,2,1,8.0,4.75
Hungría,4.0,7.0,6.0,1.0,2.0,2.0,1.0,6.0,6.0,7.0,8.0,4.0,3.0,8.0,0.0,7.0,7.0,8.0,3.0,7.0,2,0,0.25,2.0
Hungría,7.0,7.0,8.0,2.0,5.0,3.0,6.0,7.0,6.0,6.0,4.0,5.0,6.0,6.0,0.0,6.0,4.0,5.0,9.0,0.0,2,2,4.75,3.0
Hungría,8.0,4.0,6.0,2.0,5.0,3.0,7.0,4.0,5.0,7.0,7.0,6.0,5.0,2.0,0.0,8.0,5.0,5.0,7.0,5.0,2,2,9.25,1.5
Hungría,2.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,2.0,0.0,2,4,6.25,6.5
Hungría,3.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,0.0,8.0,2.0,3.0,4.0,0.0,2,1,3.25,3.0
Hungría,4.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,7.0,5.0,3.0,5.0,0.0,7.0,8.0,7.0,8.0,5.0,2,1,9.25,1.5
Hungría,6.0,6.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,0.0,5.0,4.0,3.0,7.0,5.0,2,4,13.75,1.5
Hungría,2.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,3.0,5.0,5.0,1.0,2,1,4.5,11.25
Hungría,5.0,5.0,5.0,1.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,2.0,0.0,6.0,5.0,5.0,10.0,5.0,2,0,15.25,3.5
Hungría,5.0,7.0,5.0,1.0,5.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,5.0,3.0,7.0,2.0,2,1,6.0,8.25
Hungría,5.0,4.0,6.0,1.0,5.0,3.0,6.0,4.0,5.0,7.0,3.0,4.0,3.0,5.0,0.0,10.0,6.0,6.0,5.0,0.0,2,0,7.75,5.0
Hungría,4.0,9.0,7.0,1.0,2.0,2.0,8.0,7.0,8.0,9.0,6.0,5.0,5.0,7.0,0.0,5.0,6.0,7.0,8.0,3.0,2,0,4.75,2.0
Hungría,6.0,5.0,4.0,1.0,4.0,2.0,2.0,3.0,7.0,5.0,3.0,3.0,5.0,2.0,0.0,7.0,3.0,3.0,5.0,0.0,2,0,6.25,3.5
Hungría,4.0,3.0,3.0,1.0,5.0,4.0,6.0,5.0,8.0,1.0,7.0,3.0,5.0,7.0,0.0,5.0,1.0,3.0,5.0,5.0,2,1,9.0,2.25
